EmployeeNumber,Variable,Value
126,RelationshipSatisfaction,1
128,RelationshipSatisfaction,1
129,RelationshipSatisfaction,2
131,RelationshipSatisfaction,3
132,RelationshipSatisfaction,3
133,RelationshipSatisfaction,4
134,RelationshipSatisfaction,4
137,RelationshipSatisfaction,2
138,RelationshipSatisfaction,3
139,RelationshipSatisfaction,4
140,RelationshipSatisfaction,4
141,RelationshipSatisfaction,1
142,RelationshipSatisfaction,4
143,RelationshipSatisfaction,3
144,RelationshipSatisfaction,3
145,RelationshipSatisfaction,3
147,RelationshipSatisfaction,4
148,RelationshipSatisfaction,3
150,RelationshipSatisfaction,3
151,RelationshipSatisfaction,3
152,RelationshipSatisfaction,1
153,RelationshipSatisfaction,4
154,RelationshipSatisfaction,3
155,RelationshipSatisfaction,1
158,RelationshipSatisfaction,4
159,RelationshipSatisfaction,3
160,RelationshipSatisfaction,1
161,RelationshipSatisfaction,1
162,RelationshipSatisfaction,3
163,RelationshipSatisfaction,2
164,RelationshipSatisfaction,3
165,RelationshipSatisfaction,4
167,RelationshipSatisfaction,4
169,RelationshipSatisfaction,3
170,RelationshipSatisfaction,3
171,RelationshipSatisfaction,4
174,RelationshipSatisfaction,4
175,RelationshipSatisfaction,3
176,RelationshipSatisfaction,3
177,RelationshipSatisfaction,4
178,RelationshipSatisfaction,4
179,RelationshipSatisfaction,4
182,RelationshipSatisfaction,3
183,RelationshipSatisfaction,4
184,RelationshipSatisfaction,4
190,RelationshipSatisfaction,1
192,RelationshipSatisfaction,2
193,RelationshipSatisfaction,2
194,RelationshipSatisfaction,3
195,RelationshipSatisfaction,4
197,RelationshipSatisfaction,4
198,RelationshipSatisfaction,4
199,RelationshipSatisfaction,2
200,RelationshipSatisfaction,4
201,RelationshipSatisfaction,4
202,RelationshipSatisfaction,1
204,RelationshipSatisfaction,1
205,RelationshipSatisfaction,4
206,RelationshipSatisfaction,3
207,RelationshipSatisfaction,4
208,RelationshipSatisfaction,1
211,RelationshipSatisfaction,3
214,RelationshipSatisfaction,2
215,RelationshipSatisfaction,1
216,RelationshipSatisfaction,4
217,RelationshipSatisfaction,1
218,RelationshipSatisfaction,4
221,RelationshipSatisfaction,3
223,RelationshipSatisfaction,2
224,RelationshipSatisfaction,4
226,RelationshipSatisfaction,2
227,RelationshipSatisfaction,1
228,RelationshipSatisfaction,3
230,RelationshipSatisfaction,3
231,RelationshipSatisfaction,1
233,RelationshipSatisfaction,4
235,RelationshipSatisfaction,1
238,RelationshipSatisfaction,3
239,RelationshipSatisfaction,3
240,RelationshipSatisfaction,1
241,RelationshipSatisfaction,3
242,RelationshipSatisfaction,1
243,RelationshipSatisfaction,3
244,RelationshipSatisfaction,3
245,RelationshipSatisfaction,3
246,RelationshipSatisfaction,3
247,RelationshipSatisfaction,4
248,RelationshipSatisfaction,4
249,RelationshipSatisfaction,4
250,RelationshipSatisfaction,3
252,RelationshipSatisfaction,4
253,RelationshipSatisfaction,2
254,RelationshipSatisfaction,4
256,RelationshipSatisfaction,3
258,RelationshipSatisfaction,3
259,RelationshipSatisfaction,1
260,RelationshipSatisfaction,4
261,RelationshipSatisfaction,1
262,RelationshipSatisfaction,4
264,RelationshipSatisfaction,4
267,RelationshipSatisfaction,1
269,RelationshipSatisfaction,4
270,RelationshipSatisfaction,2
271,RelationshipSatisfaction,2
273,RelationshipSatisfaction,1
274,RelationshipSatisfaction,3
275,RelationshipSatisfaction,1
277,RelationshipSatisfaction,4
281,RelationshipSatisfaction,3
282,RelationshipSatisfaction,2
283,RelationshipSatisfaction,4
284,RelationshipSatisfaction,1
286,RelationshipSatisfaction,1
287,RelationshipSatisfaction,4
288,RelationshipSatisfaction,3
291,RelationshipSatisfaction,3
292,RelationshipSatisfaction,3
293,RelationshipSatisfaction,4
296,RelationshipSatisfaction,4
297,RelationshipSatisfaction,3
298,RelationshipSatisfaction,3
299,RelationshipSatisfaction,3
300,RelationshipSatisfaction,4
302,RelationshipSatisfaction,4
303,RelationshipSatisfaction,4
304,RelationshipSatisfaction,4
305,RelationshipSatisfaction,4
306,RelationshipSatisfaction,3
307,RelationshipSatisfaction,3
308,RelationshipSatisfaction,4
309,RelationshipSatisfaction,1
311,RelationshipSatisfaction,3
312,RelationshipSatisfaction,4
314,RelationshipSatisfaction,1
315,RelationshipSatisfaction,3
316,RelationshipSatisfaction,2
319,RelationshipSatisfaction,4
321,RelationshipSatisfaction,4
323,RelationshipSatisfaction,3
325,RelationshipSatisfaction,3
327,RelationshipSatisfaction,3
328,RelationshipSatisfaction,1
329,RelationshipSatisfaction,4
330,RelationshipSatisfaction,1
331,RelationshipSatisfaction,4
332,RelationshipSatisfaction,3
333,RelationshipSatisfaction,1
334,RelationshipSatisfaction,1
335,RelationshipSatisfaction,1
336,RelationshipSatisfaction,3
337,RelationshipSatisfaction,1
338,RelationshipSatisfaction,3
339,RelationshipSatisfaction,2
340,RelationshipSatisfaction,1
341,RelationshipSatisfaction,4
342,RelationshipSatisfaction,2
343,RelationshipSatisfaction,4
346,RelationshipSatisfaction,1
347,RelationshipSatisfaction,3
349,RelationshipSatisfaction,4
350,RelationshipSatisfaction,4
351,RelationshipSatisfaction,3
352,RelationshipSatisfaction,4
353,RelationshipSatisfaction,2
355,RelationshipSatisfaction,2
359,RelationshipSatisfaction,3
361,RelationshipSatisfaction,4
362,RelationshipSatisfaction,4
363,RelationshipSatisfaction,2
364,RelationshipSatisfaction,3
366,RelationshipSatisfaction,2
367,RelationshipSatisfaction,2
369,RelationshipSatisfaction,4
372,RelationshipSatisfaction,2
373,RelationshipSatisfaction,3
374,RelationshipSatisfaction,3
376,RelationshipSatisfaction,4
377,RelationshipSatisfaction,4
378,RelationshipSatisfaction,2
379,RelationshipSatisfaction,1
380,RelationshipSatisfaction,1
381,RelationshipSatisfaction,2
382,RelationshipSatisfaction,3
384,RelationshipSatisfaction,1
385,RelationshipSatisfaction,1
386,RelationshipSatisfaction,4
387,RelationshipSatisfaction,3
388,RelationshipSatisfaction,1
389,RelationshipSatisfaction,4
390,RelationshipSatisfaction,3
391,RelationshipSatisfaction,2
392,RelationshipSatisfaction,4
393,RelationshipSatisfaction,2
394,RelationshipSatisfaction,4
395,RelationshipSatisfaction,4
396,RelationshipSatisfaction,4
397,RelationshipSatisfaction,4
399,RelationshipSatisfaction,3
401,RelationshipSatisfaction,2
403,RelationshipSatisfaction,3
404,RelationshipSatisfaction,4
405,RelationshipSatisfaction,3
406,RelationshipSatisfaction,3
407,RelationshipSatisfaction,4
408,RelationshipSatisfaction,4
410,RelationshipSatisfaction,2
411,RelationshipSatisfaction,1
412,RelationshipSatisfaction,3
416,RelationshipSatisfaction,2
417,RelationshipSatisfaction,1
419,RelationshipSatisfaction,3
420,RelationshipSatisfaction,3
421,RelationshipSatisfaction,3
422,RelationshipSatisfaction,4
423,RelationshipSatisfaction,3
424,RelationshipSatisfaction,4
425,RelationshipSatisfaction,1
426,RelationshipSatisfaction,2
428,RelationshipSatisfaction,2
429,RelationshipSatisfaction,4
430,RelationshipSatisfaction,1
431,RelationshipSatisfaction,4
433,RelationshipSatisfaction,1
434,RelationshipSatisfaction,2
436,RelationshipSatisfaction,4
437,RelationshipSatisfaction,1
438,RelationshipSatisfaction,4
439,RelationshipSatisfaction,3
440,RelationshipSatisfaction,4
441,RelationshipSatisfaction,4
442,RelationshipSatisfaction,1
444,RelationshipSatisfaction,1
445,RelationshipSatisfaction,1
446,RelationshipSatisfaction,3
447,RelationshipSatisfaction,2
448,RelationshipSatisfaction,2
449,RelationshipSatisfaction,4
450,RelationshipSatisfaction,4
451,RelationshipSatisfaction,1
452,RelationshipSatisfaction,1
453,RelationshipSatisfaction,3
454,RelationshipSatisfaction,4
455,RelationshipSatisfaction,3
456,RelationshipSatisfaction,3
458,RelationshipSatisfaction,1
460,RelationshipSatisfaction,3
461,RelationshipSatisfaction,2
462,RelationshipSatisfaction,3
463,RelationshipSatisfaction,1
464,RelationshipSatisfaction,4
465,RelationshipSatisfaction,3
466,RelationshipSatisfaction,4
467,RelationshipSatisfaction,1
468,RelationshipSatisfaction,2
469,RelationshipSatisfaction,1
470,RelationshipSatisfaction,3
471,RelationshipSatisfaction,3
473,RelationshipSatisfaction,2
474,RelationshipSatisfaction,1
475,RelationshipSatisfaction,2
476,RelationshipSatisfaction,2
477,RelationshipSatisfaction,2
478,RelationshipSatisfaction,3
479,RelationshipSatisfaction,2
481,RelationshipSatisfaction,1
482,RelationshipSatisfaction,3
483,RelationshipSatisfaction,3
484,RelationshipSatisfaction,3
485,RelationshipSatisfaction,2
486,RelationshipSatisfaction,2
487,RelationshipSatisfaction,3
488,RelationshipSatisfaction,3
491,RelationshipSatisfaction,4
492,RelationshipSatisfaction,1
493,RelationshipSatisfaction,4
494,RelationshipSatisfaction,4
495,RelationshipSatisfaction,4
496,RelationshipSatisfaction,3
497,RelationshipSatisfaction,2
498,RelationshipSatisfaction,4
499,RelationshipSatisfaction,3
500,RelationshipSatisfaction,3
501,RelationshipSatisfaction,2
502,RelationshipSatisfaction,2
505,RelationshipSatisfaction,3
507,RelationshipSatisfaction,4
508,RelationshipSatisfaction,1
510,RelationshipSatisfaction,3
511,RelationshipSatisfaction,4
513,RelationshipSatisfaction,2
514,RelationshipSatisfaction,3
515,RelationshipSatisfaction,3
516,RelationshipSatisfaction,3
517,RelationshipSatisfaction,2
518,RelationshipSatisfaction,4
520,RelationshipSatisfaction,3
521,RelationshipSatisfaction,2
522,RelationshipSatisfaction,3
523,RelationshipSatisfaction,1
524,RelationshipSatisfaction,2
525,RelationshipSatisfaction,1
526,RelationshipSatisfaction,4
527,RelationshipSatisfaction,2
529,RelationshipSatisfaction,1
530,RelationshipSatisfaction,3
531,RelationshipSatisfaction,3
532,RelationshipSatisfaction,4
533,RelationshipSatisfaction,2
534,RelationshipSatisfaction,3
536,RelationshipSatisfaction,4
538,RelationshipSatisfaction,3
543,RelationshipSatisfaction,3
544,RelationshipSatisfaction,4
546,RelationshipSatisfaction,4
547,RelationshipSatisfaction,2
548,RelationshipSatisfaction,3
549,RelationshipSatisfaction,4
550,RelationshipSatisfaction,3
551,RelationshipSatisfaction,4
554,RelationshipSatisfaction,2
555,RelationshipSatisfaction,4
556,RelationshipSatisfaction,3
558,RelationshipSatisfaction,4
560,RelationshipSatisfaction,2
562,RelationshipSatisfaction,3
564,RelationshipSatisfaction,3
565,RelationshipSatisfaction,2
566,RelationshipSatisfaction,3
567,RelationshipSatisfaction,3
568,RelationshipSatisfaction,3
569,RelationshipSatisfaction,2
571,RelationshipSatisfaction,3
573,RelationshipSatisfaction,4
574,RelationshipSatisfaction,3
575,RelationshipSatisfaction,3
577,RelationshipSatisfaction,3
578,RelationshipSatisfaction,3
579,RelationshipSatisfaction,3
580,RelationshipSatisfaction,3
581,RelationshipSatisfaction,4
582,RelationshipSatisfaction,4
584,RelationshipSatisfaction,1
585,RelationshipSatisfaction,1
586,RelationshipSatisfaction,3
587,RelationshipSatisfaction,1
590,RelationshipSatisfaction,3
591,RelationshipSatisfaction,4
592,RelationshipSatisfaction,4
593,RelationshipSatisfaction,3
595,RelationshipSatisfaction,1
597,RelationshipSatisfaction,4
599,RelationshipSatisfaction,4
600,RelationshipSatisfaction,3
601,RelationshipSatisfaction,3
602,RelationshipSatisfaction,1
604,RelationshipSatisfaction,3
605,RelationshipSatisfaction,4
606,RelationshipSatisfaction,2
608,RelationshipSatisfaction,2
611,RelationshipSatisfaction,2
612,RelationshipSatisfaction,3
613,RelationshipSatisfaction,3
614,RelationshipSatisfaction,4
615,RelationshipSatisfaction,3
616,RelationshipSatisfaction,1
618,RelationshipSatisfaction,1
620,RelationshipSatisfaction,4
621,RelationshipSatisfaction,4
622,RelationshipSatisfaction,2
623,RelationshipSatisfaction,4
624,RelationshipSatisfaction,4
625,RelationshipSatisfaction,2
626,RelationshipSatisfaction,4
630,RelationshipSatisfaction,2
631,RelationshipSatisfaction,4
632,RelationshipSatisfaction,3
634,RelationshipSatisfaction,3
635,RelationshipSatisfaction,2
638,RelationshipSatisfaction,3
639,RelationshipSatisfaction,2
641,RelationshipSatisfaction,4
643,RelationshipSatisfaction,4
644,RelationshipSatisfaction,3
645,RelationshipSatisfaction,3
647,RelationshipSatisfaction,4
648,RelationshipSatisfaction,3
649,RelationshipSatisfaction,4
650,RelationshipSatisfaction,3
652,RelationshipSatisfaction,4
653,RelationshipSatisfaction,4
655,RelationshipSatisfaction,3
656,RelationshipSatisfaction,3
657,RelationshipSatisfaction,4
659,RelationshipSatisfaction,2
661,RelationshipSatisfaction,3
662,RelationshipSatisfaction,4
663,RelationshipSatisfaction,2
664,RelationshipSatisfaction,1
665,RelationshipSatisfaction,2
666,RelationshipSatisfaction,4
667,RelationshipSatisfaction,2
669,RelationshipSatisfaction,3
671,RelationshipSatisfaction,1
675,RelationshipSatisfaction,4
677,RelationshipSatisfaction,4
679,RelationshipSatisfaction,4
680,RelationshipSatisfaction,3
682,RelationshipSatisfaction,4
683,RelationshipSatisfaction,4
684,RelationshipSatisfaction,4
686,RelationshipSatisfaction,3
689,RelationshipSatisfaction,3
690,RelationshipSatisfaction,1
691,RelationshipSatisfaction,2
692,RelationshipSatisfaction,3
698,RelationshipSatisfaction,3
699,RelationshipSatisfaction,3
700,RelationshipSatisfaction,4
701,RelationshipSatisfaction,4
702,RelationshipSatisfaction,1
704,RelationshipSatisfaction,3
705,RelationshipSatisfaction,1
707,RelationshipSatisfaction,3
709,RelationshipSatisfaction,1
710,RelationshipSatisfaction,4
712,RelationshipSatisfaction,4
714,RelationshipSatisfaction,2
715,RelationshipSatisfaction,1
716,RelationshipSatisfaction,3
717,RelationshipSatisfaction,2
720,RelationshipSatisfaction,1
721,RelationshipSatisfaction,1
722,RelationshipSatisfaction,4
723,RelationshipSatisfaction,1
724,RelationshipSatisfaction,3
725,RelationshipSatisfaction,4
727,RelationshipSatisfaction,4
728,RelationshipSatisfaction,4
729,RelationshipSatisfaction,3
730,RelationshipSatisfaction,3
731,RelationshipSatisfaction,2
732,RelationshipSatisfaction,4
733,RelationshipSatisfaction,3
734,RelationshipSatisfaction,2
738,RelationshipSatisfaction,4
741,RelationshipSatisfaction,4
742,RelationshipSatisfaction,1
743,RelationshipSatisfaction,4
744,RelationshipSatisfaction,3
746,RelationshipSatisfaction,4
747,RelationshipSatisfaction,4
749,RelationshipSatisfaction,3
752,RelationshipSatisfaction,4
754,RelationshipSatisfaction,3
757,RelationshipSatisfaction,4
758,RelationshipSatisfaction,4
760,RelationshipSatisfaction,3
762,RelationshipSatisfaction,3
763,RelationshipSatisfaction,4
764,RelationshipSatisfaction,1
766,RelationshipSatisfaction,4
769,RelationshipSatisfaction,4
771,RelationshipSatisfaction,1
772,RelationshipSatisfaction,4
773,RelationshipSatisfaction,2
775,RelationshipSatisfaction,3
776,RelationshipSatisfaction,1
780,RelationshipSatisfaction,3
781,RelationshipSatisfaction,2
783,RelationshipSatisfaction,1
784,RelationshipSatisfaction,4
785,RelationshipSatisfaction,4
786,RelationshipSatisfaction,3
787,RelationshipSatisfaction,4
789,RelationshipSatisfaction,2
791,RelationshipSatisfaction,1
792,RelationshipSatisfaction,1
793,RelationshipSatisfaction,1
796,RelationshipSatisfaction,3
797,RelationshipSatisfaction,3
799,RelationshipSatisfaction,2
800,RelationshipSatisfaction,2
802,RelationshipSatisfaction,2
803,RelationshipSatisfaction,4
804,RelationshipSatisfaction,3
805,RelationshipSatisfaction,2
806,RelationshipSatisfaction,3
807,RelationshipSatisfaction,4
808,RelationshipSatisfaction,2
809,RelationshipSatisfaction,2
811,RelationshipSatisfaction,3
812,RelationshipSatisfaction,3
813,RelationshipSatisfaction,2
815,RelationshipSatisfaction,4
816,RelationshipSatisfaction,4
817,RelationshipSatisfaction,4
819,RelationshipSatisfaction,3
820,RelationshipSatisfaction,3
823,RelationshipSatisfaction,1
824,RelationshipSatisfaction,3
825,RelationshipSatisfaction,4
826,RelationshipSatisfaction,3
827,RelationshipSatisfaction,4
828,RelationshipSatisfaction,4
829,RelationshipSatisfaction,2
830,RelationshipSatisfaction,3
832,RelationshipSatisfaction,4
833,RelationshipSatisfaction,2
834,RelationshipSatisfaction,4
836,RelationshipSatisfaction,4
837,RelationshipSatisfaction,3
838,RelationshipSatisfaction,3
840,RelationshipSatisfaction,1
842,RelationshipSatisfaction,3
843,RelationshipSatisfaction,3
844,RelationshipSatisfaction,2
845,RelationshipSatisfaction,2
846,RelationshipSatisfaction,1
847,RelationshipSatisfaction,3
848,RelationshipSatisfaction,1
850,RelationshipSatisfaction,3
851,RelationshipSatisfaction,3
852,RelationshipSatisfaction,4
854,RelationshipSatisfaction,3
855,RelationshipSatisfaction,1
856,RelationshipSatisfaction,4
857,RelationshipSatisfaction,4
859,RelationshipSatisfaction,3
861,RelationshipSatisfaction,2
862,RelationshipSatisfaction,4
864,RelationshipSatisfaction,3
865,RelationshipSatisfaction,3
867,RelationshipSatisfaction,3
868,RelationshipSatisfaction,4
869,RelationshipSatisfaction,4
872,RelationshipSatisfaction,1
874,RelationshipSatisfaction,3
875,RelationshipSatisfaction,4
878,RelationshipSatisfaction,3
879,RelationshipSatisfaction,4
880,RelationshipSatisfaction,2
881,RelationshipSatisfaction,1
882,RelationshipSatisfaction,2
885,RelationshipSatisfaction,1
887,RelationshipSatisfaction,2
888,RelationshipSatisfaction,4
889,RelationshipSatisfaction,4
893,RelationshipSatisfaction,4
894,RelationshipSatisfaction,2
895,RelationshipSatisfaction,2
896,RelationshipSatisfaction,3
897,RelationshipSatisfaction,3
899,RelationshipSatisfaction,1
900,RelationshipSatisfaction,2
901,RelationshipSatisfaction,3
902,RelationshipSatisfaction,2
903,RelationshipSatisfaction,1
904,RelationshipSatisfaction,4
905,RelationshipSatisfaction,4
909,RelationshipSatisfaction,3
910,RelationshipSatisfaction,3
911,RelationshipSatisfaction,3
912,RelationshipSatisfaction,3
913,RelationshipSatisfaction,4
916,RelationshipSatisfaction,2
918,RelationshipSatisfaction,4
920,RelationshipSatisfaction,3
922,RelationshipSatisfaction,4
923,RelationshipSatisfaction,1
924,RelationshipSatisfaction,1
925,RelationshipSatisfaction,1
926,RelationshipSatisfaction,1
927,RelationshipSatisfaction,3
930,RelationshipSatisfaction,2
932,RelationshipSatisfaction,4
933,RelationshipSatisfaction,3
934,RelationshipSatisfaction,2
936,RelationshipSatisfaction,1
939,RelationshipSatisfaction,2
940,RelationshipSatisfaction,4
941,RelationshipSatisfaction,2
942,RelationshipSatisfaction,4
944,RelationshipSatisfaction,3
945,RelationshipSatisfaction,1
947,RelationshipSatisfaction,4
949,RelationshipSatisfaction,3
950,RelationshipSatisfaction,2
951,RelationshipSatisfaction,3
952,RelationshipSatisfaction,3
954,RelationshipSatisfaction,2
956,RelationshipSatisfaction,2
957,RelationshipSatisfaction,3
958,RelationshipSatisfaction,3
959,RelationshipSatisfaction,2
960,RelationshipSatisfaction,2
961,RelationshipSatisfaction,3
964,RelationshipSatisfaction,4
966,RelationshipSatisfaction,3
967,RelationshipSatisfaction,1
969,RelationshipSatisfaction,1
970,RelationshipSatisfaction,3
972,RelationshipSatisfaction,2
974,RelationshipSatisfaction,2
975,RelationshipSatisfaction,2
976,RelationshipSatisfaction,2
977,RelationshipSatisfaction,1
981,RelationshipSatisfaction,3
982,RelationshipSatisfaction,1
983,RelationshipSatisfaction,2
984,RelationshipSatisfaction,2
985,RelationshipSatisfaction,4
986,RelationshipSatisfaction,4
987,RelationshipSatisfaction,3
990,RelationshipSatisfaction,4
991,RelationshipSatisfaction,1
992,RelationshipSatisfaction,4
994,RelationshipSatisfaction,3
995,RelationshipSatisfaction,1
996,RelationshipSatisfaction,4
997,RelationshipSatisfaction,3
998,RelationshipSatisfaction,1
999,RelationshipSatisfaction,2
1001,RelationshipSatisfaction,2
1002,RelationshipSatisfaction,3
1003,RelationshipSatisfaction,3
1004,RelationshipSatisfaction,2
1005,RelationshipSatisfaction,4
1006,RelationshipSatisfaction,2
1007,RelationshipSatisfaction,2
1009,RelationshipSatisfaction,2
1010,RelationshipSatisfaction,4
1011,RelationshipSatisfaction,3
1012,RelationshipSatisfaction,4
1013,RelationshipSatisfaction,3
1014,RelationshipSatisfaction,3
1015,RelationshipSatisfaction,3
1016,RelationshipSatisfaction,1
1017,RelationshipSatisfaction,1
1018,RelationshipSatisfaction,2
1019,RelationshipSatisfaction,1
1022,RelationshipSatisfaction,4
1024,RelationshipSatisfaction,2
1025,RelationshipSatisfaction,2
1026,RelationshipSatisfaction,3
1027,RelationshipSatisfaction,2
1028,RelationshipSatisfaction,1
1029,RelationshipSatisfaction,2
1030,RelationshipSatisfaction,2
1032,RelationshipSatisfaction,1
1033,RelationshipSatisfaction,1
1034,RelationshipSatisfaction,4
1035,RelationshipSatisfaction,2
1036,RelationshipSatisfaction,3
1037,RelationshipSatisfaction,4
1038,RelationshipSatisfaction,4
1039,RelationshipSatisfaction,3
1040,RelationshipSatisfaction,1
1042,RelationshipSatisfaction,3
1043,RelationshipSatisfaction,3
1044,RelationshipSatisfaction,4
1045,RelationshipSatisfaction,2
1046,RelationshipSatisfaction,2
1047,RelationshipSatisfaction,4
1048,RelationshipSatisfaction,3
1049,RelationshipSatisfaction,1
1050,RelationshipSatisfaction,1
1052,RelationshipSatisfaction,2
1053,RelationshipSatisfaction,2
1055,RelationshipSatisfaction,4
1056,RelationshipSatisfaction,2
1060,RelationshipSatisfaction,1
1061,RelationshipSatisfaction,4
1062,RelationshipSatisfaction,1
1066,RelationshipSatisfaction,2
1068,RelationshipSatisfaction,3
1069,RelationshipSatisfaction,4
1070,RelationshipSatisfaction,2
1071,RelationshipSatisfaction,2
1073,RelationshipSatisfaction,2
1074,RelationshipSatisfaction,2
1076,RelationshipSatisfaction,3
1077,RelationshipSatisfaction,2
1079,RelationshipSatisfaction,1
1080,RelationshipSatisfaction,1
1081,RelationshipSatisfaction,3
1082,RelationshipSatisfaction,1
1083,RelationshipSatisfaction,1
1084,RelationshipSatisfaction,3
1085,RelationshipSatisfaction,3
1088,RelationshipSatisfaction,1
1092,RelationshipSatisfaction,4
1094,RelationshipSatisfaction,4
1096,RelationshipSatisfaction,2
1097,RelationshipSatisfaction,4
1098,RelationshipSatisfaction,4
1099,RelationshipSatisfaction,3
1100,RelationshipSatisfaction,1
1101,RelationshipSatisfaction,2
1102,RelationshipSatisfaction,4
1103,RelationshipSatisfaction,3
1105,RelationshipSatisfaction,3
1106,RelationshipSatisfaction,2
1107,RelationshipSatisfaction,3
1108,RelationshipSatisfaction,2
1109,RelationshipSatisfaction,4
1111,RelationshipSatisfaction,1
1113,RelationshipSatisfaction,4
1114,RelationshipSatisfaction,3
1115,RelationshipSatisfaction,4
1116,RelationshipSatisfaction,3
1117,RelationshipSatisfaction,4
1118,RelationshipSatisfaction,4
1119,RelationshipSatisfaction,2
1120,RelationshipSatisfaction,1
1121,RelationshipSatisfaction,2
1124,RelationshipSatisfaction,4
1125,RelationshipSatisfaction,3
1126,RelationshipSatisfaction,3
1127,RelationshipSatisfaction,4
1128,RelationshipSatisfaction,1
1131,RelationshipSatisfaction,3
1132,RelationshipSatisfaction,3
1133,RelationshipSatisfaction,1
1135,RelationshipSatisfaction,1
1136,RelationshipSatisfaction,1
1137,RelationshipSatisfaction,4
1138,RelationshipSatisfaction,2
1140,RelationshipSatisfaction,4
1143,RelationshipSatisfaction,4
1148,RelationshipSatisfaction,1
1150,RelationshipSatisfaction,3
1152,RelationshipSatisfaction,4
1154,RelationshipSatisfaction,4
1156,RelationshipSatisfaction,4
1157,RelationshipSatisfaction,1
1158,RelationshipSatisfaction,1
1160,RelationshipSatisfaction,3
1161,RelationshipSatisfaction,3
1162,RelationshipSatisfaction,3
1163,RelationshipSatisfaction,1
1164,RelationshipSatisfaction,2
1165,RelationshipSatisfaction,1
1166,RelationshipSatisfaction,3
1167,RelationshipSatisfaction,2
1171,RelationshipSatisfaction,4
1172,RelationshipSatisfaction,2
1173,RelationshipSatisfaction,4
1175,RelationshipSatisfaction,4
1177,RelationshipSatisfaction,2
1179,RelationshipSatisfaction,1
1180,RelationshipSatisfaction,4
1182,RelationshipSatisfaction,2
1184,RelationshipSatisfaction,3
1185,RelationshipSatisfaction,2
1188,RelationshipSatisfaction,2
1190,RelationshipSatisfaction,3
1191,RelationshipSatisfaction,4
1192,RelationshipSatisfaction,1
1193,RelationshipSatisfaction,3
1195,RelationshipSatisfaction,3
1196,RelationshipSatisfaction,2
1198,RelationshipSatisfaction,1
1200,RelationshipSatisfaction,3
1201,RelationshipSatisfaction,2
1202,RelationshipSatisfaction,1
1203,RelationshipSatisfaction,2
1204,RelationshipSatisfaction,1
1206,RelationshipSatisfaction,4
1207,RelationshipSatisfaction,4
1210,RelationshipSatisfaction,1
1211,RelationshipSatisfaction,3
1212,RelationshipSatisfaction,4
1215,RelationshipSatisfaction,3
1216,RelationshipSatisfaction,3
1217,RelationshipSatisfaction,1
1218,RelationshipSatisfaction,4
1219,RelationshipSatisfaction,1
1220,RelationshipSatisfaction,1
1221,RelationshipSatisfaction,3
1224,RelationshipSatisfaction,1
1225,RelationshipSatisfaction,2
1226,RelationshipSatisfaction,4
1228,RelationshipSatisfaction,3
1231,RelationshipSatisfaction,1
1233,RelationshipSatisfaction,2
1234,RelationshipSatisfaction,3
1235,RelationshipSatisfaction,4
1237,RelationshipSatisfaction,3
1238,RelationshipSatisfaction,2
1239,RelationshipSatisfaction,2
1240,RelationshipSatisfaction,2
1241,RelationshipSatisfaction,1
1242,RelationshipSatisfaction,3
1243,RelationshipSatisfaction,2
1244,RelationshipSatisfaction,4
1245,RelationshipSatisfaction,1
1246,RelationshipSatisfaction,4
1248,RelationshipSatisfaction,2
1249,RelationshipSatisfaction,1
1250,RelationshipSatisfaction,1
1251,RelationshipSatisfaction,4
1252,RelationshipSatisfaction,2
1254,RelationshipSatisfaction,4
1255,RelationshipSatisfaction,2
1256,RelationshipSatisfaction,3
1257,RelationshipSatisfaction,3
1258,RelationshipSatisfaction,3
1259,RelationshipSatisfaction,2
1260,RelationshipSatisfaction,2
1263,RelationshipSatisfaction,3
1264,RelationshipSatisfaction,2
1265,RelationshipSatisfaction,4
1267,RelationshipSatisfaction,3
1268,RelationshipSatisfaction,4
1269,RelationshipSatisfaction,4
1270,RelationshipSatisfaction,4
1273,RelationshipSatisfaction,4
1275,RelationshipSatisfaction,2
1277,RelationshipSatisfaction,1
1278,RelationshipSatisfaction,4
1279,RelationshipSatisfaction,3
1280,RelationshipSatisfaction,3
1281,RelationshipSatisfaction,4
1282,RelationshipSatisfaction,1
1283,RelationshipSatisfaction,4
1285,RelationshipSatisfaction,3
1286,RelationshipSatisfaction,3
1288,RelationshipSatisfaction,4
1289,RelationshipSatisfaction,4
1291,RelationshipSatisfaction,4
1292,RelationshipSatisfaction,4
1293,RelationshipSatisfaction,4
1294,RelationshipSatisfaction,4
1295,RelationshipSatisfaction,4
1296,RelationshipSatisfaction,2
1297,RelationshipSatisfaction,2
1298,RelationshipSatisfaction,3
1299,RelationshipSatisfaction,1
1301,RelationshipSatisfaction,2
1303,RelationshipSatisfaction,4
1304,RelationshipSatisfaction,3
1306,RelationshipSatisfaction,3
1307,RelationshipSatisfaction,4
1308,RelationshipSatisfaction,4
1309,RelationshipSatisfaction,1
1310,RelationshipSatisfaction,1
1311,RelationshipSatisfaction,1
1312,RelationshipSatisfaction,1
1314,RelationshipSatisfaction,3
1315,RelationshipSatisfaction,1
1317,RelationshipSatisfaction,2
1318,RelationshipSatisfaction,3
1319,RelationshipSatisfaction,3
1321,RelationshipSatisfaction,4
1322,RelationshipSatisfaction,1
1324,RelationshipSatisfaction,1
1329,RelationshipSatisfaction,1
1331,RelationshipSatisfaction,1
1333,RelationshipSatisfaction,3
