,BusinessTravel,DailyRate,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
599,Travel_Frequently,469,1257,3,46,3,1,Research Scientist,2,3692,9256,1,Y,No,12,3,80,0,12,2,2,11,10,0,7
600,Travel_Rarely,969,1258,4,76,4,1,Laboratory Technician,2,2559,16620,5,Y,No,11,3,80,0,7,4,2,1,0,0,0
601,Travel_Rarely,1167,1259,1,76,3,1,Research Scientist,3,2517,3208,1,Y,No,11,3,80,3,5,2,3,5,3,0,3
602,Travel_Rarely,1329,1260,3,82,3,2,Healthcare Representative,4,6623,4204,1,Y,Yes,11,3,80,2,6,2,3,6,0,1,0
603,Travel_Rarely,715,1263,4,76,2,5,Research Director,4,18265,8733,6,Y,No,12,3,80,0,25,3,4,1,0,0,0
604,Travel_Rarely,694,1264,4,87,2,4,Research Director,4,16124,3423,3,Y,No,14,3,80,2,9,2,2,7,7,1,7
605,Travel_Rarely,1320,1265,3,89,4,1,Research Scientist,3,2585,21643,0,Y,No,17,3,80,0,2,5,2,1,0,0,0
606,Travel_Rarely,265,1269,2,57,4,1,Research Scientist,4,2994,21221,1,Y,Yes,12,3,80,0,1,2,3,1,0,0,1
607,Travel_Rarely,373,1270,4,47,3,1,Research Scientist,3,1223,16901,1,Y,No,22,4,80,1,1,2,3,1,0,0,1
608,Travel_Rarely,583,1275,3,53,3,1,Research Scientist,4,2875,9973,1,Y,Yes,20,4,80,0,8,2,2,8,5,2,2
609,Non-Travel,177,1278,4,37,2,4,Healthcare Representative,2,13577,25592,1,Y,Yes,15,3,80,1,34,3,3,33,9,15,0
610,Travel_Frequently,251,1279,1,45,2,1,Laboratory Technician,3,2625,25308,1,Y,No,20,4,80,0,2,2,1,2,2,2,2
611,Travel_Rarely,1429,1283,4,67,3,3,Manufacturing Director,4,10512,20002,6,Y,No,12,3,80,0,25,6,2,9,7,5,4
612,Travel_Frequently,135,1285,3,46,3,2,Laboratory Technician,2,4444,22534,4,Y,No,13,3,80,2,15,2,4,11,8,5,10
613,Travel_Frequently,791,1286,4,44,3,1,Laboratory Technician,3,2154,6842,0,Y,Yes,11,3,80,0,5,2,2,4,2,0,2
614,Travel_Rarely,1199,1288,3,92,4,5,Manager,1,19190,17477,1,Y,No,14,3,80,2,26,4,2,25,9,14,13
615,Travel_Rarely,735,1291,3,66,3,1,Research Scientist,3,3506,6020,0,Y,Yes,14,3,80,0,4,3,3,3,2,2,2
616,Travel_Rarely,603,1292,2,78,4,2,Research Scientist,2,2372,5628,6,Y,Yes,16,3,80,0,18,2,3,1,0,0,0
617,Travel_Rarely,429,1294,3,53,3,2,Manufacturing Director,2,5410,2323,9,Y,Yes,11,3,80,0,18,2,3,16,14,5,12
618,Travel_Rarely,621,1295,1,73,3,3,Healthcare Representative,4,7978,14075,1,Y,No,11,3,80,1,10,2,3,10,7,0,5
619,Travel_Frequently,193,1296,4,52,2,1,Laboratory Technician,4,3867,14222,1,Y,Yes,12,3,80,1,2,2,3,2,2,2,2
620,Travel_Frequently,968,1297,2,40,2,1,Laboratory Technician,3,2838,4257,0,Y,No,14,3,80,0,8,6,2,7,0,7,7
621,Non-Travel,879,1298,3,72,3,2,Manufacturing Director,3,4695,12858,7,Y,Yes,18,3,80,0,10,3,3,8,4,1,7
622,Travel_Rarely,806,1299,2,39,3,1,Laboratory Technician,3,3339,17285,3,Y,Yes,13,3,80,2,10,2,3,7,7,7,7
623,Travel_Rarely,640,1301,4,84,3,1,Research Scientist,1,2080,4732,2,Y,No,11,3,80,0,5,2,2,3,2,1,2
624,Travel_Rarely,266,1303,4,40,3,1,Research Scientist,2,2096,18830,1,Y,No,18,3,80,0,2,3,2,2,2,2,1
625,Travel_Frequently,364,1306,2,83,3,5,Manager,2,18061,13035,3,Y,No,22,4,80,0,22,4,3,0,0,0,0
626,Travel_Rarely,412,1307,3,94,2,4,Manager,2,17123,17334,6,Y,Yes,13,3,80,2,21,4,3,19,9,15,2
627,Travel_Rarely,848,1308,1,88,3,1,Research Scientist,3,2372,26076,1,Y,No,12,3,80,2,2,3,3,2,2,2,2
628,Travel_Rarely,1089,1309,4,79,3,2,Laboratory Technician,3,4883,22845,1,Y,No,18,3,80,1,10,3,3,10,4,1,1
629,Travel_Rarely,360,1310,3,93,3,1,Research Scientist,1,3904,22154,0,Y,No,13,3,80,0,6,2,3,5,2,0,3
630,Travel_Rarely,1138,1311,1,48,2,2,Laboratory Technician,4,4627,23631,0,Y,No,12,3,80,1,10,6,3,9,2,6,7
631,Travel_Rarely,325,1312,4,63,3,3,Healthcare Representative,3,7094,5747,3,Y,No,12,3,80,0,10,0,3,7,7,1,7
632,Non-Travel,1476,1315,3,55,1,2,Laboratory Technician,4,6674,16392,0,Y,No,11,3,80,3,10,6,3,9,8,7,5
633,Travel_Rarely,1322,1317,4,43,3,4,Research Director,1,16880,22422,4,Y,Yes,11,3,80,0,25,2,3,3,2,1,2
634,Travel_Rarely,634,1321,2,95,3,3,Manager,1,11916,25927,1,Y,Yes,23,4,80,2,9,2,3,9,1,0,8
635,Travel_Rarely,524,1322,1,32,3,2,Manufacturing Director,3,4534,13352,0,Y,No,11,3,80,0,9,6,3,8,7,1,7
636,Travel_Rarely,935,1333,1,89,3,1,Laboratory Technician,1,2362,14669,4,Y,No,12,3,80,0,10,4,4,3,2,1,2
637,Non-Travel,495,1334,3,37,3,4,Manager,3,17861,26582,0,Y,Yes,13,3,80,0,21,3,2,20,8,2,10
638,Travel_Rarely,282,1336,4,58,1,5,Manager,3,19187,6992,4,Y,No,14,3,80,1,23,5,3,19,9,9,11
639,Non-Travel,458,1340,3,74,3,1,Research Scientist,3,3544,8532,9,Y,No,16,3,80,1,6,0,3,4,2,0,0
640,Travel_Rarely,943,1344,4,86,3,3,Healthcare Representative,4,8500,5494,0,Y,No,11,3,80,1,10,0,2,9,7,1,6
641,Travel_Rarely,523,1346,3,98,3,2,Research Scientist,4,4661,22455,1,Y,No,13,3,80,0,9,4,3,9,8,8,8
642,Travel_Frequently,482,1350,3,87,3,2,Research Scientist,3,4249,2690,1,Y,Yes,11,3,80,0,9,3,3,9,6,1,1
643,Travel_Rarely,882,1358,4,67,3,1,Laboratory Technician,4,3669,9075,3,Y,No,11,3,80,3,7,6,2,3,2,1,2
644,Travel_Rarely,601,1360,3,53,2,3,Manufacturing Director,1,10008,12023,7,Y,Yes,14,3,80,0,31,0,2,10,9,5,9
645,Travel_Rarely,329,1361,2,88,3,1,Laboratory Technician,2,2387,6762,3,Y,No,22,4,80,1,7,3,3,4,2,0,3
646,Travel_Rarely,855,1363,4,54,3,3,Manufacturing Director,4,7898,18706,1,Y,No,11,3,80,0,11,2,3,10,9,0,8
647,Travel_Rarely,1405,1367,4,82,2,4,Manufacturing Director,2,13142,24439,3,Y,No,16,3,80,0,29,1,2,5,2,0,3
648,Non-Travel,1124,1368,4,97,3,1,Laboratory Technician,4,1611,19305,1,Y,No,15,3,80,0,0,5,4,0,0,0,0
649,Travel_Rarely,817,1369,4,60,2,2,Laboratory Technician,4,5363,10846,0,Y,No,12,3,80,1,10,0,3,9,7,0,0
650,Travel_Rarely,1369,1373,4,68,3,4,Manufacturing Director,2,13402,18235,4,Y,Yes,12,3,80,1,33,0,3,19,16,15,9
651,Non-Travel,999,1374,1,92,2,1,Research Scientist,3,2029,15891,1,Y,No,20,4,80,3,5,2,3,5,4,0,0
652,Travel_Rarely,1202,1375,2,89,4,2,Healthcare Representative,3,6377,13888,5,Y,No,20,4,80,3,15,0,3,12,11,11,8
653,Travel_Rarely,285,1377,2,86,3,2,Laboratory Technician,3,5429,17491,4,Y,No,13,3,80,2,10,1,3,8,7,7,7
654,Travel_Frequently,693,1382,4,57,4,1,Research Scientist,3,2610,15748,1,Y,No,11,3,80,3,4,2,3,4,2,0,3
655,Travel_Rarely,404,1383,3,98,3,2,Healthcare Representative,4,6687,6163,1,Y,No,11,3,80,0,14,2,4,14,11,4,11
656,Travel_Rarely,330,1389,4,98,3,2,Manufacturing Director,3,6179,21057,1,Y,Yes,15,3,80,2,10,3,2,10,2,6,7
657,Travel_Frequently,1200,1392,4,75,3,2,Research Scientist,4,5467,13953,3,Y,Yes,14,3,80,2,12,4,2,6,2,3,3
658,Travel_Rarely,1439,1394,3,54,3,1,Research Scientist,3,2996,5182,7,Y,Yes,15,3,80,0,8,2,3,6,4,1,3
659,Non-Travel,1485,1397,3,71,3,3,Healthcare Representative,3,10920,3449,3,Y,No,21,4,80,1,13,2,3,6,4,0,5
660,Travel_Frequently,322,1401,4,59,4,4,Manufacturing Director,3,13247,9731,2,Y,Yes,11,3,80,1,24,3,2,5,3,0,2
661,Travel_Rarely,930,1402,1,73,2,2,Research Scientist,3,4081,20003,1,Y,Yes,14,3,80,0,20,3,1,20,7,1,8
662,Travel_Rarely,135,1405,4,51,3,1,Research Scientist,3,2394,25681,1,Y,Yes,13,3,80,0,8,2,3,8,2,7,7
663,Travel_Rarely,683,1407,1,36,2,1,Research Scientist,4,3904,4050,0,Y,No,12,3,80,0,5,2,3,4,3,1,1
664,Travel_Rarely,258,1409,3,54,3,1,Laboratory Technician,1,2950,17363,9,Y,No,13,3,80,0,12,2,1,5,4,0,4
665,Travel_Rarely,1462,1411,1,94,3,1,Laboratory Technician,3,3629,19106,4,Y,No,18,3,80,0,8,6,3,3,2,0,2
666,Travel_Frequently,200,1412,3,60,3,3,Manufacturing Director,4,9362,19944,2,Y,No,11,3,80,0,10,2,3,2,2,2,2
667,Travel_Rarely,949,1415,1,81,3,1,Laboratory Technician,4,3229,4910,4,Y,No,11,3,80,1,7,2,2,3,2,0,2
668,Travel_Rarely,652,1417,3,100,4,1,Laboratory Technician,1,3578,23577,0,Y,No,12,3,80,0,8,2,3,7,7,0,7
669,Travel_Frequently,1475,1420,1,97,2,2,Laboratory Technician,1,4284,22710,3,Y,No,20,4,80,0,20,2,3,4,3,1,3
670,Travel_Frequently,337,1421,3,84,3,3,Healthcare Representative,4,7553,22930,0,Y,Yes,12,3,80,0,9,1,3,8,7,7,7
671,Travel_Rarely,971,1422,4,54,3,4,Research Director,4,17328,5652,6,Y,No,19,3,80,0,29,3,2,20,7,12,7
672,Travel_Rarely,1055,1423,4,76,3,5,Research Director,1,19701,22456,3,Y,Yes,21,4,80,1,32,3,3,9,8,1,5
673,Travel_Rarely,1136,1424,2,81,4,4,Research Director,4,14732,12414,2,Y,No,13,3,80,2,31,4,4,7,7,0,0
674,Travel_Rarely,182,1430,1,93,3,4,Research Director,2,16422,8847,3,Y,No,11,3,80,0,9,3,4,3,2,1,0
675,Travel_Frequently,560,1431,4,91,3,1,Research Scientist,1,2996,20284,5,Y,No,14,3,80,2,10,2,3,4,3,1,3
676,Travel_Rarely,202,1433,1,34,2,1,Research Scientist,2,1261,22262,1,Y,No,12,3,80,0,1,3,4,1,0,0,0
677,Travel_Rarely,1377,1434,2,91,3,1,Laboratory Technician,1,2099,7679,0,Y,No,14,3,80,0,6,3,4,5,0,1,4
678,Travel_Rarely,172,1435,1,37,2,2,Laboratory Technician,4,5810,22604,1,Y,No,16,3,80,0,10,2,2,10,4,1,8
679,Travel_Rarely,465,1438,1,74,3,1,Research Scientist,4,3420,10205,7,Y,No,12,3,80,1,17,2,2,6,5,1,2
680,Non-Travel,1413,1440,3,84,4,1,Laboratory Technician,3,3500,25470,0,Y,No,14,3,80,0,7,2,1,6,5,1,3
681,Travel_Rarely,1255,1441,1,90,3,1,Research Scientist,1,2066,10494,2,Y,No,22,4,80,1,5,3,4,3,2,1,0
682,Travel_Rarely,359,1443,1,82,3,4,Research Director,3,17169,26703,3,Y,No,19,3,80,2,26,2,4,20,17,5,6
683,Travel_Rarely,401,1447,4,86,2,1,Laboratory Technician,2,3294,3708,5,Y,No,17,3,80,1,7,2,2,5,4,0,2
684,Travel_Rarely,1283,1448,2,90,4,1,Research Scientist,3,2127,5561,2,Y,Yes,12,3,80,0,7,5,2,4,2,0,3
685,Non-Travel,663,1449,3,81,3,2,Laboratory Technician,3,3975,23099,3,Y,No,11,3,80,2,11,2,4,8,7,0,7
686,Non-Travel,592,1458,1,54,2,1,Laboratory Technician,1,3646,17181,2,Y,Yes,23,4,80,0,11,2,4,1,0,0,0
687,Travel_Frequently,1445,1459,3,100,4,3,Manufacturing Director,2,7446,8931,1,Y,No,11,3,80,0,10,2,3,10,8,4,7
688,Travel_Rarely,1038,1460,2,95,1,3,Healthcare Representative,1,10851,19863,2,Y,Yes,18,3,80,1,24,2,3,7,7,0,7
689,Travel_Frequently,523,1464,2,94,3,1,Laboratory Technician,4,3722,21081,6,Y,Yes,13,3,80,1,7,2,1,2,2,2,2
690,Travel_Rarely,1448,1465,2,55,3,3,Manufacturing Director,4,9380,14720,4,Y,Yes,18,3,80,2,10,4,4,3,1,1,2
691,Non-Travel,218,1468,4,55,2,3,Research Director,2,13757,25178,2,Y,No,11,3,80,1,16,5,3,9,8,4,8
692,Non-Travel,981,1471,3,90,2,1,Laboratory Technician,3,3162,7973,3,Y,No,14,3,80,0,7,5,3,5,2,0,3
693,Travel_Rarely,447,1472,4,39,4,4,Research Director,2,16598,19764,4,Y,No,12,3,80,0,35,2,2,9,8,8,8
694,Travel_Rarely,1495,1473,1,96,3,2,Healthcare Representative,3,6651,21534,2,Y,No,14,3,80,1,20,0,2,3,2,1,2
695,Travel_Rarely,896,1474,3,68,3,1,Research Scientist,3,2345,8045,2,Y,No,14,3,80,1,8,3,4,3,1,1,2
696,Travel_Rarely,1467,1475,4,49,3,1,Research Scientist,2,3420,21158,1,Y,No,13,3,80,0,6,3,2,5,2,1,3
697,Travel_Frequently,748,1480,1,74,3,1,Laboratory Technician,4,3673,16458,1,Y,No,13,3,80,0,12,3,3,12,9,5,8
698,Non-Travel,990,1482,3,64,3,1,Research Scientist,3,1274,7152,1,Y,No,13,3,80,2,1,2,2,1,0,0,0
699,Travel_Rarely,405,1483,2,93,4,2,Research Scientist,3,4900,2721,0,Y,No,24,4,80,1,13,2,2,12,9,2,8
700,Travel_Rarely,1490,1484,3,35,3,3,Healthcare Representative,2,10466,20948,3,Y,No,14,3,80,2,29,3,3,8,7,0,7
701,Travel_Frequently,829,1485,2,71,3,4,Research Director,1,17007,11929,7,Y,No,14,3,80,2,16,3,2,14,8,6,9
702,Travel_Frequently,381,1494,2,89,3,1,Laboratory Technician,1,3172,16998,2,Y,Yes,11,3,80,0,4,2,2,0,0,0,0
703,Travel_Frequently,1193,1496,2,86,3,3,Manufacturing Director,3,10209,19719,5,Y,Yes,18,3,80,0,16,2,2,2,2,2,2
704,Travel_Rarely,1229,1501,4,30,3,2,Healthcare Representative,3,4035,16143,0,Y,Yes,16,3,80,0,4,2,3,3,2,1,2
705,Travel_Rarely,1099,1502,1,82,2,1,Laboratory Technician,2,3838,8192,8,Y,No,11,3,80,0,8,5,3,5,4,0,2
706,Travel_Frequently,289,1504,3,38,2,1,Laboratory Technician,1,2561,5355,7,Y,No,11,3,80,0,8,2,2,0,0,0,0
707,Travel_Rarely,1423,1506,1,72,2,1,Research Scientist,3,1563,12530,1,Y,No,14,3,80,1,1,2,1,1,0,0,0
708,Travel_Rarely,271,1509,3,43,2,2,Laboratory Technician,1,4789,23070,4,Y,No,25,4,80,1,10,3,3,3,2,1,2
709,Travel_Frequently,410,1513,4,97,3,1,Laboratory Technician,2,3180,4668,0,Y,No,13,3,80,3,4,3,3,3,2,0,2
710,Travel_Rarely,1083,1514,3,96,1,2,Manufacturing Director,2,6549,3173,1,Y,No,14,3,80,2,8,2,2,8,6,1,7
711,Travel_Rarely,516,1515,4,69,3,2,Healthcare Representative,3,6388,22049,2,Y,Yes,17,3,80,0,14,6,3,0,0,0,0
712,Travel_Rarely,495,1516,3,64,3,3,Manager,4,11244,21072,2,Y,No,25,4,80,0,10,5,4,5,2,0,0
713,Travel_Frequently,1050,1520,2,87,3,4,Manager,4,16032,24456,3,Y,No,20,4,80,1,26,2,3,14,9,1,12
714,Travel_Rarely,224,1522,1,100,2,1,Research Scientist,1,2362,7568,6,Y,No,13,3,80,0,11,2,1,9,7,0,7
715,Travel_Rarely,136,1523,4,32,3,4,Research Director,1,16328,22074,3,Y,No,13,3,80,1,24,1,4,20,6,14,17
716,Travel_Rarely,1089,1525,2,32,3,3,Manufacturing Director,2,8376,9150,4,Y,No,18,3,80,0,9,3,3,2,0,2,2
717,Travel_Rarely,1029,1529,4,91,2,3,Healthcare Representative,2,8606,21195,1,Y,No,19,3,80,0,11,3,1,11,8,3,3
718,Travel_Rarely,507,1533,1,97,3,2,Laboratory Technician,3,2272,24812,0,Y,No,14,3,80,0,5,2,3,4,3,1,2
719,Travel_Rarely,676,1534,4,86,3,1,Laboratory Technician,1,2018,21831,3,Y,No,14,3,80,0,15,3,1,5,4,1,0
720,Travel_Frequently,561,1537,4,33,3,1,Research Scientist,3,4084,4156,1,Y,No,12,3,80,0,7,2,1,7,2,7,7
721,Travel_Frequently,333,1539,3,88,1,4,Research Director,4,14411,24450,1,Y,Yes,13,3,80,0,32,2,3,32,6,13,9
722,Travel_Rarely,1210,1542,3,68,2,1,Laboratory Technician,2,4841,24052,4,Y,No,14,3,80,1,4,3,3,1,0,0,0
723,Travel_Rarely,674,1543,1,47,3,2,Research Scientist,4,4285,3031,1,Y,No,17,3,80,0,10,2,3,10,8,3,7
724,Travel_Rarely,441,1544,3,39,1,2,Healthcare Representative,1,9715,7288,3,Y,No,13,3,80,1,9,3,3,7,7,0,7
725,Travel_Rarely,575,1545,4,44,2,2,Manufacturing Director,2,4320,24152,1,Y,No,13,3,80,0,5,2,3,5,3,0,2
726,Travel_Rarely,950,1546,4,97,3,1,Research Scientist,4,2132,4585,4,Y,No,20,4,80,1,8,3,3,5,4,0,3
727,Travel_Frequently,288,1547,4,40,3,3,Healthcare Representative,4,10124,18611,2,Y,Yes,14,3,80,1,24,3,1,20,8,13,9
728,Travel_Rarely,589,1549,2,79,3,2,Laboratory Technician,3,5207,22949,1,Y,Yes,12,3,80,1,15,3,3,15,14,5,7
729,Travel_Rarely,350,1551,3,57,2,1,Laboratory Technician,1,2296,10036,0,Y,No,14,3,80,3,2,3,3,1,1,0,0
730,Non-Travel,1142,1552,4,72,3,2,Healthcare Representative,4,4069,8841,3,Y,Yes,18,3,80,0,8,2,3,2,2,2,2
731,Travel_Rarely,538,1553,1,66,3,3,Healthcare Representative,2,7441,20933,1,Y,No,12,3,80,3,10,4,3,10,8,7,7
732,Travel_Rarely,824,1555,4,67,2,2,Research Scientist,2,5878,15624,3,Y,No,12,3,80,1,12,2,3,7,1,2,5
733,Travel_Rarely,598,1558,3,91,4,1,Research Scientist,3,2451,22376,6,Y,No,18,3,80,2,5,2,2,1,0,0,0
734,Travel_Rarely,992,1564,4,68,2,1,Laboratory Technician,1,2450,21731,1,Y,No,19,3,80,0,3,3,3,3,0,1,2
735,Travel_Rarely,104,1569,1,69,3,1,Laboratory Technician,1,2074,26619,1,Y,Yes,12,3,80,1,1,2,3,1,0,0,0
736,Travel_Rarely,607,1572,3,78,2,3,Manufacturing Director,4,10169,14618,0,Y,No,16,3,80,1,34,4,3,33,7,1,9
737,Travel_Rarely,903,1573,3,81,3,2,Manufacturing Director,2,4855,7653,4,Y,No,11,3,80,2,7,2,3,5,2,1,4
738,Non-Travel,1200,1574,4,62,3,2,Research Scientist,1,4087,25174,4,Y,No,14,3,80,1,9,3,2,6,5,1,2
739,Travel_Rarely,1108,1576,3,65,3,1,Research Scientist,1,2367,16530,8,Y,No,12,3,80,1,10,3,2,8,2,7,6
740,Travel_Rarely,479,1577,1,35,3,1,Research Scientist,4,2972,22061,1,Y,No,13,3,80,0,1,4,1,1,0,0,0
741,Travel_Rarely,1351,1580,2,45,3,2,Research Scientist,4,5484,13008,9,Y,No,17,3,80,1,9,3,2,2,2,2,1
742,Travel_Rarely,474,1581,1,89,3,1,Research Scientist,4,2061,11133,1,Y,No,21,4,80,0,1,5,3,1,0,0,0
743,Travel_Rarely,1370,1586,2,87,3,1,Laboratory Technician,1,4723,16213,1,Y,Yes,18,3,80,0,10,3,3,10,9,1,5
744,Travel_Rarely,670,1587,1,51,3,2,Healthcare Representative,3,6142,4223,3,Y,Yes,16,3,80,0,10,4,3,5,2,0,4
745,Travel_Frequently,995,1590,1,87,3,2,Healthcare Representative,4,8853,24483,1,Y,No,19,3,80,1,6,0,4,6,4,1,3
746,Travel_Rarely,977,1592,4,45,4,1,Research Scientist,3,2073,12826,2,Y,No,16,3,80,1,4,2,3,2,2,2,2
747,Travel_Frequently,1302,1594,1,80,4,2,Laboratory Technician,1,5562,19711,3,Y,Yes,13,3,80,1,9,3,3,3,2,0,2
748,Travel_Rarely,1059,1595,4,93,2,5,Manager,4,19613,26362,8,Y,No,22,4,80,0,24,2,3,1,0,0,1
749,Travel_Rarely,750,1596,2,46,4,2,Laboratory Technician,3,3407,25348,1,Y,No,17,3,80,2,10,3,2,10,9,6,8
750,Travel_Frequently,653,1597,4,92,2,2,Healthcare Representative,3,5063,15332,1,Y,No,14,3,80,1,8,3,2,8,2,7,7
751,Travel_Rarely,990,1599,4,87,4,1,Laboratory Technician,2,4876,5855,5,Y,No,12,3,80,1,8,0,3,6,4,0,2
752,Travel_Rarely,1349,1601,3,63,2,1,Laboratory Technician,4,2690,7713,1,Y,No,18,3,80,1,1,5,2,1,0,0,1
753,Travel_Rarely,329,1604,3,51,3,1,Laboratory Technician,2,2408,7324,1,Y,Yes,17,3,80,3,1,3,3,1,1,0,0
754,Non-Travel,457,1605,2,85,2,1,Research Scientist,3,2814,10293,1,Y,Yes,14,3,80,0,4,2,2,4,2,1,3
755,Travel_Frequently,1234,1606,2,41,3,4,Healthcare Representative,3,11245,20689,2,Y,Yes,15,3,80,1,32,3,3,30,8,12,13
756,Travel_Rarely,634,1607,2,35,4,1,Research Scientist,4,3312,18783,3,Y,No,17,3,80,2,6,3,3,3,2,0,2
757,Travel_Rarely,1313,1608,2,31,3,5,Research Director,4,19049,3549,0,Y,Yes,14,3,80,1,23,4,2,22,7,1,10
758,Travel_Rarely,241,1609,2,48,2,1,Research Scientist,2,2141,5348,1,Y,No,12,3,80,1,6,3,2,6,4,1,1
759,Travel_Rarely,1015,1611,3,50,1,2,Laboratory Technician,1,5769,23447,1,Y,Yes,14,3,80,0,10,3,3,10,7,1,4
760,Travel_Rarely,559,1614,3,76,3,2,Manufacturing Director,3,4663,12421,9,Y,Yes,12,3,80,2,7,2,3,3,2,1,1
761,Travel_Frequently,426,1615,3,42,4,2,Manufacturing Director,4,4724,17000,1,Y,No,13,3,80,1,9,3,3,9,7,7,2
762,Travel_Rarely,722,1617,3,84,3,1,Laboratory Technician,1,3211,22102,1,Y,No,14,3,80,1,10,3,2,9,6,1,4
763,Travel_Rarely,1387,1618,2,76,3,2,Manufacturing Director,1,5377,3835,2,Y,No,13,3,80,3,10,3,3,7,7,7,7
764,Travel_Rarely,1302,1619,4,67,2,1,Laboratory Technician,1,4066,16290,1,Y,No,11,3,80,2,7,3,3,7,7,0,7
765,Travel_Rarely,819,1621,2,48,4,2,Research Scientist,1,5208,26312,1,Y,No,11,3,80,0,16,2,3,16,15,1,10
766,Travel_Rarely,580,1622,2,39,1,2,Manufacturing Director,1,4877,20460,0,Y,No,21,4,80,1,6,5,2,5,3,0,0
767,Travel_Rarely,546,1623,3,97,3,1,Research Scientist,4,3117,26009,1,Y,No,18,3,80,0,3,2,3,2,2,2,2
768,Travel_Rarely,170,1627,3,76,2,2,Laboratory Technician,3,3069,10302,0,Y,No,15,3,80,1,11,3,3,10,8,0,7
769,Travel_Rarely,884,1628,1,80,2,3,Manufacturing Director,3,10435,25800,1,Y,No,13,3,80,2,18,2,3,18,15,14,12
770,Non-Travel,208,1630,3,52,3,2,Healthcare Representative,3,4148,12250,1,Y,No,12,3,80,1,15,5,3,14,11,2,9
771,Travel_Rarely,671,1631,3,85,3,2,Manufacturing Director,3,5768,26493,3,Y,No,17,3,80,3,9,2,2,4,3,0,2
772,Travel_Frequently,711,1633,1,81,3,2,Manufacturing Director,3,5042,3140,0,Y,No,13,3,80,0,10,2,1,9,2,3,8
773,Travel_Rarely,1329,1635,4,59,2,2,Manufacturing Director,4,5770,5388,1,Y,No,19,3,80,2,10,3,3,10,7,3,9
774,Travel_Rarely,397,1638,4,54,2,3,Manufacturing Director,3,7756,14199,3,Y,Yes,19,3,80,1,10,6,4,5,4,0,2
775,Travel_Rarely,1470,1640,2,71,3,1,Research Scientist,2,3936,9953,1,Y,No,11,3,80,1,8,2,1,8,4,7,7
776,Travel_Rarely,448,1641,3,84,3,3,Manufacturing Director,4,7945,19948,6,Y,Yes,15,3,80,0,18,2,2,4,2,3,3
777,Travel_Frequently,365,1644,3,89,2,4,Manager,4,15202,5602,2,Y,No,25,4,80,1,23,3,3,2,2,2,2
778,Travel_Frequently,567,1646,1,32,3,1,Research Scientist,4,3760,17218,1,Y,Yes,13,3,80,0,6,2,3,6,3,1,3
779,Travel_Rarely,486,1647,2,86,4,1,Research Scientist,3,3517,22490,7,Y,No,17,3,80,0,5,0,3,3,2,0,2
780,Travel_Frequently,591,1648,4,87,3,1,Research Scientist,4,2580,6297,2,Y,No,13,3,80,0,6,0,2,4,2,1,2
781,Travel_Rarely,1329,1649,1,73,3,1,Laboratory Technician,1,2166,3339,3,Y,Yes,14,3,80,0,10,3,1,4,2,0,3
782,Travel_Rarely,711,1651,2,42,3,3,Healthcare Representative,1,8008,22792,4,Y,No,12,3,80,2,9,6,3,3,2,0,2
783,Travel_Frequently,772,1653,4,77,4,2,Manufacturing Director,3,5206,4973,1,Y,No,17,3,80,2,7,6,3,7,7,0,7
784,Travel_Rarely,492,1654,4,66,3,2,Manufacturing Director,2,5295,7693,4,Y,No,21,4,80,0,7,3,3,5,4,1,0
785,Travel_Rarely,301,1655,1,72,3,4,Research Director,2,16413,3498,3,Y,No,16,3,80,2,27,2,3,4,2,1,2
786,Travel_Rarely,813,1656,4,50,2,3,Research Director,1,13269,21981,5,Y,No,15,3,80,3,19,3,3,14,11,1,11
787,Travel_Rarely,1130,1658,4,66,3,2,Research Scientist,2,5433,19332,1,Y,No,12,3,80,1,11,2,3,11,8,7,9
788,Travel_Rarely,311,1659,1,77,3,1,Laboratory Technician,2,2013,10950,2,Y,No,11,3,80,0,15,4,3,4,3,1,3
789,Travel_Rarely,465,1661,3,41,2,4,Healthcare Representative,3,13966,11652,2,Y,Yes,19,3,80,1,30,3,3,15,11,2,12
790,Non-Travel,894,1662,4,33,2,2,Manufacturing Director,3,4374,15411,0,Y,No,15,3,80,0,4,6,3,3,2,1,2
791,Travel_Rarely,1040,1664,4,79,4,2,Healthcare Representative,1,6842,26308,6,Y,No,20,4,80,1,13,3,3,5,4,0,4
792,Travel_Rarely,584,1665,2,91,3,4,Manager,3,17426,18685,3,Y,No,25,4,80,1,36,6,3,10,8,4,7
793,Travel_Rarely,1291,1666,3,65,2,4,Research Director,3,17603,3525,1,Y,No,24,4,80,1,14,3,3,14,10,6,11
794,Travel_Frequently,1189,1668,4,90,3,2,Research Scientist,4,4735,9867,7,Y,No,15,3,80,2,19,4,4,13,11,2,9
795,Travel_Rarely,977,1671,4,45,3,2,Research Scientist,2,5470,25518,0,Y,No,13,3,80,2,10,4,2,9,5,1,6
796,Travel_Rarely,464,1674,4,74,3,1,Laboratory Technician,1,2587,24941,4,Y,Yes,16,3,80,1,17,2,2,2,2,2,2
